,Qvalue,action,index,left,light,oncoming,reward,right,testing,trial,waypoint
0,1.40604011768,left,1.0,,green,parado,1.30866385942,,0.0,1.0,forward
1,1.03917733624,forward,7.0,,green,forward,0.366606061542,,0.0,1.0,right
2,1.29918800117,forward,11.0,,green,parado,1.07276555477,,0.0,1.0,right
3,1.2904399629,forward,11.0,,green,parado,0.632097924048,,0.0,1.0,right
4,1.39802222728,parado,12.0,,red,parado,1.14764641759,,0.0,1.0,right
5,-4.30754448004,left,13.0,,red,parado,-10.3167465812,,0.0,1.0,right
6,2.14915293025,parado,12.0,,red,parado,2.20127251957,,0.0,1.0,right
7,-1.53707164673,parado,4.0,,green,forward,-5.15434468515,,0.0,1.0,right
8,-1.42132298534,parado,8.0,,green,parado,-4.3623484139,,0.0,1.0,right
9,1.28446089816,left,9.0,,green,parado,0.921858278112,,0.0,1.0,right
10,-21.8099893294,left,13.0,,red,parado,-39.9576541603,,0.0,1.0,right
11,-3.11801259144,parado,4.0,,green,forward,-5.77353000127,,0.0,1.0,right
12,-2.97692017142,parado,8.0,,green,parado,-5.05210602562,,0.0,1.0,right
13,2.53581482154,parado,12.0,,red,parado,2.27725673138,,0.0,1.0,right
14,2.66987092622,parado,12.0,,red,parado,1.53601962013,,0.0,1.0,right
15,-3.46119772173,parado,8.0,,green,parado,-5.28041073515,,0.0,1.0,right
16,-4.20938086241,parado,8.0,,green,parado,-5.60278398454,,0.0,1.0,right
17,-18.7640312983,forward,15.0,,red,parado,-39.1804113631,,0.0,1.0,right
18,-15.1700574425,left,13.0,,red,parado,-9.86506101868,,0.0,1.0,right
19,-3.48586993123,parado,8.0,,green,parado,-4.09729446316,,0.0,1.0,right
20,-4.47392830539,forward,19.0,,red,forward,-10.4519637447,,0.0,2.0,right
21,-4.08168781329,left,17.0,,red,forward,-9.66674630653,,0.0,2.0,right
22,-6.92399157287,forward,19.0,,red,forward,-9.8771833382,,0.0,2.0,right
23,-7.16386489724,left,17.0,,red,forward,-10.749170479,,0.0,2.0,right
24,1.50040739579,right,18.0,,red,forward,1.49142929804,,0.0,2.0,right
25,1.72380122753,forward,11.0,,green,parado,1.40695879426,,0.0,2.0,right
26,3.16277485632,parado,12.0,,red,parado,2.79377817267,,0.0,2.0,right
27,-8.21853975245,left,17.0,,red,forward,-10.8546020358,,0.0,2.0,right
28,1.59704607481,right,18.0,,red,forward,0.943481055929,,0.0,2.0,right
29,1.82987639358,left,1.0,,green,parado,1.45518963208,,0.0,2.0,forward
30,1.21891123124,parado,20.0,,green,left,0.515624515559,,0.0,2.0,right
31,2.62782247067,parado,12.0,,red,parado,1.4834144694,,0.0,2.0,right
32,-3.63407882892,left,25.0,,red,left,-9.58355899869,,0.0,2.0,right
33,1.45946058512,forward,23.0,,green,left,1.40706334762,,0.0,2.0,right
34,1.24896843466,forward,11.0,,green,parado,0.044405349233,,0.0,2.0,right
35,1.67267198906,left,9.0,,green,parado,1.41865263088,,0.0,2.0,right
36,-3.40861976037,parado,8.0,,green,parado,-4.16770558405,,0.0,2.0,right
37,2.15236203599,parado,28.0,,red,right,2.46165344804,,0.0,2.0,right
38,2.86176353139,parado,12.0,,red,parado,2.01952357411,,0.0,2.0,right
39,-22.8646817056,forward,19.0,,red,forward,-40.236253604,,0.0,2.0,right
40,-4.11737709286,forward,27.0,,red,left,-10.0403372194,,0.0,2.0,right
41,1.48914059062,forward,23.0,,green,left,1.0160077608,,0.0,2.0,right
42,1.77531583451,forward,35.0,,green,left,1.79612794609,,0.0,2.0,forward
43,-8.98266025935,left,37.0,,green,forward,-19.8613175555,,0.0,2.0,forward
44,-1.71297710488,parado,0.0,,green,parado,-4.93350478181,,0.0,2.0,forward
45,-12.1224809725,left,13.0,,red,parado,-9.57490450247,,0.0,3.0,right
