,Qvalue,action,index,left,light,oncoming,reward,right,testing,trial,waypoint
0,-5.12377936881,parado,0.0,,green,parado,-5.37377936881,,0.0,1.0,right
1,0.472100572191,left,1.0,,green,parado,0.217529913086,,0.0,1.0,right
2,1.40290267358,left,5.0,,green,parado,1.14833201447,,0.0,1.0,forward
3,-3.44393219331,parado,0.0,,green,parado,-4.1453835301,,0.0,1.0,right
4,-19.7049805643,left,9.0,,green,forward,-19.9595512235,,0.0,1.0,right
5,2.00868120894,forward,3.0,,green,parado,1.75480722605,,0.0,1.0,right
6,-8.6629058832,forward,15.0,,red,parado,-9.66724648767,,0.0,1.0,right
7,-5.26599442973,parado,8.0,,green,forward,-5.51904649162,,0.0,1.0,right
8,0.387668326395,left,1.0,,green,parado,0.1337943435,,0.0,1.0,right
9,3.75052059087,parado,16.0,,red,parado,2.7461799864,,0.0,1.0,forward
10,3.83000119067,parado,16.0,,red,parado,1.95474089524,,0.0,1.0,forward
11,3.18446086224,left,5.0,,green,parado,1.2694602669,,0.0,1.0,forward
12,1.69608184466,forward,23.0,,green,right,0.103851413545,,0.0,1.0,right
13,2.36281786032,forward,3.0,,green,parado,1.51477693799,,0.0,1.0,right
14,1.73447884726,left,1.0,,green,parado,0.553069917098,,0.0,1.0,right
15,-3.14578596123,parado,4.0,,green,parado,-4.32719489139,,0.0,1.0,forward
16,-39.3554215195,left,17.0,,red,parado,-40.9476519507,,0.0,1.0,forward
17,3.46806472949,parado,16.0,,red,parado,1.55306413415,,0.0,1.0,forward
18,-38.5629547576,left,17.0,,red,parado,-40.2969871224,,0.0,1.0,forward
19,-8.12570820634,forward,19.0,,red,parado,-9.85974057109,,0.0,1.0,forward
20,3.2036351155,parado,16.0,,red,parado,1.46960275076,,0.0,1.0,forward
21,-3.11098296856,parado,4.0,,green,parado,-4.71280052632,,0.0,1.0,forward
22,3.19557154649,forward,7.0,,green,parado,1.60334111537,,0.0,1.0,forward
23,-37.9498348783,left,25.0,,red,forward,-39.5476206516,,0.0,1.0,forward
24,1.93752436064,parado,24.0,,red,forward,1.68421984026,,0.0,1.0,forward
25,2.53536956052,forward,31.0,,green,forward,1.56660738021,,0.0,1.0,forward
26,1.66090354069,parado,32.0,,green,left,0.393218760431,,0.0,1.0,forward
27,-9.95930813587,left,17.0,,red,parado,-10.7897599062,,0.0,1.0,forward
28,2.33348257624,parado,16.0,,red,parado,0.731665018484,,0.0,1.0,forward
29,2.08260321013,forward,7.0,,green,parado,0.915861922009,,0.0,1.0,forward
30,0.91629445784,forward,3.0,,green,parado,-0.675935973279,,0.0,1.0,right
31,0.658055173697,left,1.0,,green,parado,-0.209184249933,,0.0,1.0,right
32,1.25906083515,forward,39.0,,green,left,0.800913606233,,0.0,1.0,left
33,-40.3651649912,left,41.0,,red,parado,-40.9946954088,,0.0,1.0,left
34,0.534683091781,left,45.0,,green,parado,0.282244651751,,0.0,1.0,left
35,-4.97384104016,parado,8.0,,green,forward,-5.22384104016,,0.0,2.0,right
36,0.651947969567,forward,3.0,,green,parado,0.398073986672,,0.0,2.0,right
37,-5.602715994,parado,0.0,,green,parado,-5.93174358085,,0.0,2.0,right
38,2.07793052359,parado,12.0,,red,parado,1.74890293674,,0.0,2.0,right
39,-7.98717497074,forward,15.0,,red,parado,-9.02614023253,,0.0,2.0,right
40,-19.3016196534,left,9.0,,green,forward,-20.3405849152,,0.0,2.0,right
41,1.8619969045,forward,23.0,,green,right,1.60812292161,,0.0,2.0,right
42,2.88300765709,parado,12.0,,red,parado,1.95200920484,,0.0,2.0,right
43,-8.43721730131,left,13.0,,red,parado,-9.87872112986,,0.0,2.0,right
44,-4.24375241724,parado,20.0,,green,right,-5.68525624578,,0.0,2.0,right
45,0.937296809153,forward,3.0,,green,parado,0.00629835690054,,0.0,2.0,right
46,0.385924113008,left,1.0,,green,parado,-0.0827242915687,,0.0,2.0,right
47,-10.4390101061,forward,51.0,,red,left,-10.9076585107,,0.0,2.0,forward
48,0.280652066982,left,33.0,,green,left,0.0261407222512,,0.0,2.0,forward
49,-9.69435743485,forward,15.0,,red,parado,-10.5248092052,,0.0,2.0,right
50,-4.12486150796,parado,0.0,,green,parado,-5.56636533651,,0.0,2.0,right
51,0.171915109443,left,1.0,,green,parado,-0.296733295134,,0.0,2.0,right
52,1.07161677451,parado,48.0,,red,left,0.60296836993,,0.0,2.0,forward
53,2.495743546,parado,48.0,,red,left,1.95993515875,,0.0,2.0,forward
54,1.78747820998,left,33.0,,green,left,0.53960643698,,0.0,2.0,forward
55,1.68818736334,parado,12.0,,red,parado,0.794448258345,,0.0,2.0,right
56,-8.950046623,left,13.0,,red,parado,-9.79414030467,,0.0,2.0,right
57,-5.08023187651,parado,0.0,,green,parado,-5.92432555818,,0.0,2.0,right
58,0.682911779282,forward,3.0,,green,parado,0.214263374706,,0.0,2.0,right
59,-39.3696443699,left,53.0,,red,forward,-39.7111002595,,0.0,2.0,right
60,2.01891042617,parado,56.0,,red,left,1.76891042617,,0.0,3.0,left
61,-9.87932353148,forward,59.0,,red,left,-10.8887787446,,0.0,3.0,left
62,3.18817728995,parado,56.0,,red,left,2.17872207687,,0.0,3.0,left
63,-8.8101311586,forward,59.0,,red,left,-10.4042198036,,0.0,3.0,left
64,-8.39237227716,left,57.0,,red,left,-9.98646092214,,0.0,3.0,left
65,-39.0879920875,left,57.0,,red,left,-40.6820807325,,0.0,3.0,left
66,2.27560113062,parado,36.0,,green,left,0.681512485643,,0.0,3.0,left
67,1.66603975335,parado,36.0,,green,left,0.528239188041,,0.0,3.0,left
68,0.959812617071,forward,47.0,,green,parado,0.126792740396,,0.0,3.0,left
69,-4.35773118182,parado,44.0,,green,parado,-4.83763749035,,0.0,3.0,left
70,2.60759599517,parado,60.0,,red,right,2.12768968663,,0.0,3.0,left
71,-9.17591366129,left,41.0,,red,parado,-10.4797116589,,0.0,3.0,left
72,2.92830254155,parado,40.0,,red,parado,2.67586410152,,0.0,3.0,left
73,-3.57054378426,parado,44.0,,green,parado,-5.03469505503,,0.0,3.0,left
74,1.75877802228,forward,47.0,,green,parado,1.27887171375,,0.0,3.0,left
