,Qvalue,action,index,left,light,oncoming,reward,right,testing,trial,waypoint
0,-19.8940543887,forward,3.0,,red,forward,-39.7914802997,,0.0,1.0,forward
1,0.221114603547,right,6.0,,red,left,0.431265012846,,0.0,1.0,forward
2,1.15407823226,left,9.0,,green,parado,2.1892920323,,0.0,1.0,left
3,-4.63494008824,forward,15.0,,red,parado,-9.84996488981,,0.0,1.0,forward
4,0.108851950111,right,14.0,,red,parado,0.203677401076,,0.0,1.0,forward
5,0.384628615128,forward,19.0,,green,left,0.712561997456,,0.0,1.0,left
6,-2.85084048744,parado,20.0,,green,right,-5.89763803825,,0.0,1.0,left
7,1.1454943985,parado,24.0,,red,parado,2.28308282019,,0.0,1.0,left
8,1.4993555367,parado,24.0,,red,parado,1.28046947565,,0.0,1.0,left
9,1.59104819062,parado,24.0,,red,parado,0.933063076199,,0.0,1.0,left
10,1.50113753028,left,9.0,,green,parado,1.05267273299,,0.0,1.0,left
11,1.04326651092,parado,0.0,,red,forward,1.32955445582,,0.0,1.0,forward
12,1.1264109173,parado,4.0,,red,left,1.7279393588,,0.0,1.0,forward
13,1.39249835237,forward,31.0,,green,left,2.22084646716,,0.0,1.0,forward
14,-2.45346648869,parado,32.0,,green,parado,-5.60344681141,,0.0,1.0,right
15,0.722905346892,left,33.0,,green,parado,1.43923845174,,0.0,1.0,right
16,0.69930556274,forward,39.0,,green,forward,1.03353965207,,0.0,1.0,forward
17,1.42930111946,forward,39.0,,green,forward,1.80964389481,,0.0,1.0,forward
18,-6.79833884141,forward,15.0,,red,parado,-9.67638815432,,0.0,1.0,forward
19,0.71351664707,parado,4.0,,red,left,0.246196401786,,0.0,1.0,forward
20,0.905701649492,left,41.0,,green,parado,1.80638085405,,0.0,2.0,forward
21,0.764003658949,parado,44.0,,red,left,1.06612072718,,0.0,2.0,right
22,-4.33271041493,forward,47.0,,red,left,-9.0539044357,,0.0,2.0,right
23,-4.6574862541,left,45.0,,red,left,-9.69707636422,,0.0,2.0,right
24,1.35725032954,parado,44.0,,red,left,1.56849517065,,0.0,2.0,right
25,0.611850756353,left,49.0,,green,left,0.53602366157,,0.0,2.0,right
26,-4.45612589967,forward,27.0,,red,parado,-9.22702243578,,0.0,2.0,left
27,1.25693535306,parado,16.0,,green,left,1.71515090156,,0.0,2.0,left
28,-3.77965933712,parado,20.0,,green,right,-5.33694586332,,0.0,2.0,left
29,-2.13946647843,parado,8.0,,green,parado,-4.28975906686,,0.0,2.0,left
30,2.18863375847,parado,24.0,,red,parado,2.03565056118,,0.0,2.0,left
31,0.97290470963,right,54.0,,red,right,0.843913626442,,0.0,2.0,left
32,-19.9931832817,left,57.0,,red,right,-40.4787591664,,0.0,2.0,right
33,-4.82977098793,left,61.0,,red,forward,-9.6705584587,,0.0,2.0,right
34,1.15365061376,right,62.0,,red,forward,2.29740369383,,0.0,2.0,right
35,2.11607728458,parado,0.0,,red,forward,2.61206275136,,0.0,2.0,forward
36,-4.35028758308,left,1.0,,red,forward,-9.75883597443,,0.0,2.0,forward
37,2.43207691613,forward,39.0,,green,forward,2.37681407052,,0.0,2.0,forward
38,1.13798831206,forward,43.0,,green,parado,1.05202978983,,0.0,2.0,forward
39,-1.96749941629,parado,40.0,,green,parado,-4.5100210987,,0.0,2.0,forward
40,-3.10063714515,parado,40.0,,green,parado,-4.80276903003,,0.0,2.0,forward
41,-20.0265637652,forward,7.0,,red,left,-40.6292803627,,0.0,2.0,forward
42,-4.82173217622,left,5.0,,red,left,-10.0011553875,,0.0,2.0,forward
43,0.634431684635,left,29.0,,green,left,0.908130318736,,0.0,2.0,forward
44,-4.74102907453,forward,67.0,,red,parado,-10.1800112917,,0.0,2.0,right
45,1.88561495084,forward,43.0,,green,parado,2.63324158963,,0.0,3.0,forward
46,-3.36313905046,parado,40.0,,green,parado,-4.5684484312,,0.0,3.0,forward
47,2.77189688211,forward,43.0,,green,parado,2.71537133795,,0.0,3.0,forward
48,-21.9476244153,left,1.0,,red,forward,-40.9309096885,,0.0,3.0,forward
49,2.92710066152,parado,0.0,,red,forward,2.68008539618,,0.0,3.0,forward
