,Qvalue,action,light,oncoming,waypoint
0,0.571636850127,parado,green,left,left
1,2.19152961871,left,green,left,left
2,0.861986809994,right,green,left,left
3,0.686287106216,forward,green,left,left
4,-2.85309429228,parado,green,forward,left
5,-8.78416445301,left,green,forward,left
6,1.10479256261,right,green,forward,left
7,0.804107581754,forward,green,forward,left
8,-4.32066247356,parado,green,parado,left
9,1.30401985076,left,green,parado,left
10,0.711307818315,right,green,parado,left
11,1.04557605926,forward,green,parado,left
12,1.56447433294,parado,red,parado,left
13,-22.2186154235,left,red,parado,left
14,-9.13734653595,right,red,parado,left
15,-12.6602494748,forward,red,parado,left
16,1.90068380776,parado,red,right,left
17,-19.4896662129,left,red,right,left
18,1.37539541494,right,red,right,left
19,-3.86367210229,forward,red,right,left
20,-4.25442419592,parado,green,forward,forward
21,-14.1825936777,left,green,forward,forward
22,1.0304095984,right,green,forward,forward
23,1.55782524254,forward,green,forward,forward
24,-4.64197346498,parado,green,parado,forward
25,0.167561275158,left,green,parado,forward
26,0.778184041301,right,green,parado,forward
27,2.15941865508,forward,green,parado,forward
28,1.64951132794,parado,red,forward,forward
29,-19.6494607173,left,red,forward,forward
30,-9.31722208773,right,red,forward,forward
31,-7.01622928422,forward,red,forward,forward
32,2.37487747783,parado,red,parado,forward
33,-9.80619355658,left,red,parado,forward
34,1.04981377102,right,red,parado,forward
35,-20.8608124468,forward,red,parado,forward
36,1.74563079992,parado,red,left,forward
37,-23.9687710457,left,red,left,forward
38,0.902837453856,right,red,left,forward
39,-18.9939408389,forward,red,left,forward
40,0.67482713298,parado,green,left,forward
41,0.99976416546,left,green,left,forward
42,0.633967975249,right,green,left,forward
43,2.09884562359,forward,green,left,forward
44,-4.44790294602,parado,green,parado,right
45,0.819423861359,left,green,parado,right
46,1.68732184638,right,green,parado,right
47,0.561047517439,forward,green,parado,right
48,1.45469907698,parado,red,parado,right
49,-18.7706983822,left,red,parado,right
50,1.1969994563,right,red,parado,right
51,-10.7342638059,forward,red,parado,right
52,-1.65394469134,parado,green,forward,right
53,-14.1003675103,left,green,forward,right
54,1.76966395407,right,green,forward,right
55,0.290580808268,forward,green,forward,right
56,1.80525424394,parado,red,forward,right
57,-3.60933855266,left,red,forward,right
58,-9.30384651352,right,red,forward,right
59,-7.23341257846,forward,red,forward,right
60,1.04028298383,parado,green,left,right
61,0.751653749537,left,green,left,right
62,1.47744107244,right,green,left,right
63,0.720117842233,forward,green,left,right
64,-1.78422719421,parado,green,right,left
65,-9.48634401855,left,green,right,left
66,1.01163463589,right,green,right,left
67,1.11788950216,forward,green,right,left
68,2.15805708444,parado,red,forward,left
69,-4.30082468569,left,red,forward,left
70,1.42807265532,right,red,forward,left
71,-3.91890431552,forward,red,forward,left
72,1.43153338266,parado,red,left,right
73,-4.47788173985,left,red,left,right
74,2.07690397847,right,red,left,right
75,-19.1964149444,forward,red,left,right
76,1.97214729257,parado,red,right,forward
77,-29.0634868158,left,red,right,forward
78,1.28093904642,right,red,right,forward
79,-3.7863268564,forward,red,right,forward
80,1.27767046662,parado,red,left,left
81,-21.7472134229,left,red,left,left
82,0.692549746124,right,red,left,left
83,-4.32040318436,forward,red,left,left
84,2.00952513253,parado,red,right,right
85,-29.3240311277,left,red,right,right
86,2.00553749041,right,red,right,right
87,2.00122712195,forward,red,right,right
88,-1.20561659449,parado,green,right,forward
89,-9.27970676095,left,green,right,forward
90,1.58196116081,right,green,right,forward
91,1.6254279024,forward,green,right,forward
92,2.00455875969,parado,green,right,right
93,2.00269086286,left,green,right,right
94,2.00035073951,right,green,right,right
95,1.5252686244,forward,green,right,right
