,Qvalue,action,index,left,light,oncoming,reward,right,testing,trial,waypoint
0,1.331182387,forward,3.0,,green,forward,0.831182387004,,0.0,1.0,right
1,-9.89895907401,forward,7.0,,red,parado,-10.5645502675,,0.0,1.0,right
2,-38.824429533,left,9.0,,red,right,-39.3271828745,,0.0,1.0,right
3,-8.98866432217,forward,11.0,,red,right,-9.49027997741,,0.0,1.0,right
4,-8.54245499573,left,13.0,,red,forward,-9.04378944529,,0.0,1.0,right
5,1.73722664269,parado,12.0,,red,forward,1.23419191317,,0.0,1.0,right
6,-5.102656954,parado,0.0,,green,forward,-5.97127027535,,0.0,1.0,right
7,0.814318180212,forward,3.0,,green,forward,0.14872698671,,0.0,1.0,right
8,2.39130230798,parado,4.0,,red,parado,1.88754434033,,0.0,1.0,right
9,-9.44514109305,forward,7.0,,red,parado,-10.640792247,,0.0,1.0,right
10,1.85453252181,parado,16.0,,green,left,0.658881367818,,0.0,1.0,right
11,1.13691841089,forward,19.0,,green,left,0.209652149988,,0.0,1.0,right
12,-4.3803129836,parado,20.0,,green,parado,-5.30757924451,,0.0,1.0,right
13,1.69263741472,forward,23.0,,green,parado,1.18780610361,,0.0,1.0,right
14,-38.8587676333,left,5.0,,red,parado,-39.7050863407,,0.0,1.0,right
15,-9.08384291753,forward,7.0,,red,parado,-10.2794940715,,0.0,1.0,right
16,-9.44052566771,forward,7.0,,red,parado,-10.6361768217,,0.0,1.0,right
17,2.20729946718,forward,23.0,,green,parado,1.01164831319,,0.0,1.0,right
18,-39.5354709189,forward,7.0,,red,parado,-40.6391206524,,0.0,1.0,right
19,-4.79390272515,parado,20.0,,green,parado,-5.98955387914,,0.0,1.0,right
20,-4.07390979892,parado,20.0,,green,parado,-5.17755953252,,0.0,1.0,right
21,3.15800275673,parado,4.0,,red,parado,2.05435302314,,0.0,1.0,right
22,-8.71570716266,forward,7.0,,red,parado,-10.294708541,,0.0,1.0,right
23,1.60075175362,left,21.0,,green,parado,0.0217503752552,,0.0,1.0,right
24,-8.05579873295,forward,27.0,,red,left,-9.15944846654,,0.0,1.0,left
25,2.07247867901,parado,28.0,,red,forward,1.57247867901,,0.0,2.0,left
26,-8.55458267062,forward,31.0,,red,forward,-9.59082201013,,0.0,2.0,left
27,-9.05036868734,forward,35.0,,red,right,-10.0866080268,,0.0,2.0,left
28,-40.1313842769,left,29.0,,red,forward,-40.6335923262,,0.0,2.0,left
29,2.69424564339,parado,28.0,,red,forward,1.65800630388,,0.0,2.0,left
30,-8.21762037034,left,29.0,,red,forward,-9.56474319203,,0.0,2.0,left
31,-19.2373488679,left,37.0,,green,forward,-20.5844716896,,0.0,2.0,left
32,1.70768267061,forward,43.0,,green,left,1.20283612959,,0.0,2.0,left
33,-3.62381611754,parado,44.0,,green,parado,-4.47765745284,,0.0,2.0,left
