,Qvalue,action,light,oncoming,waypoint
0,-1.66394746462,parado,green,forward,left
1,-9.23363758238,left,green,forward,left
2,0.493266243044,right,green,forward,left
3,1.34174626668,forward,green,forward,left
4,-5.40766467261,parado,green,parado,left
5,1.52329211447,left,green,parado,left
6,1.0079462758,right,green,parado,left
7,1.27008035229,forward,green,parado,left
8,0.675868966898,parado,green,left,left
9,0.736902632141,left,green,left,left
10,0.475296751198,right,green,left,left
11,0.480826859928,forward,green,left,left
12,1.49609801585,parado,red,parado,left
13,-21.4480275037,left,red,parado,left
14,0.740588158093,right,red,parado,left
15,-4.95447937718,forward,red,parado,left
16,-5.00204356388,parado,green,parado,forward
17,0.950560599614,left,green,parado,forward
18,1.00997764983,right,green,parado,forward
19,2.05389807824,forward,green,parado,forward
20,1.66680398731,parado,red,parado,forward
21,-9.31409727108,left,red,parado,forward
22,0.900644241007,right,red,parado,forward
23,-10.1348682361,forward,red,parado,forward
24,1.73160144153,parado,red,left,left
25,-4.43807632992,left,red,left,left
26,-9.25030057519,right,red,left,left
27,-8.85263064714,forward,red,left,left
28,1.94858284701,parado,red,forward,forward
29,-11.643094484,left,red,forward,forward
30,1.00709620891,right,red,forward,forward
31,-7.13691227329,forward,red,forward,forward
32,1.69327596763,parado,red,right,forward
33,1.00294508608,left,red,right,forward
34,0.670137969097,right,red,right,forward
35,-23.3777829861,forward,red,right,forward
36,-3.56421936847,parado,green,forward,forward
37,-9.06506240799,left,green,forward,forward
38,1.0081378602,right,green,forward,forward
39,2.08156440275,forward,green,forward,forward
40,-3.14904784418,parado,green,parado,right
41,-0.358189570775,left,green,parado,right
42,1.85045947993,right,green,parado,right
43,0.361999131385,forward,green,parado,right
44,2.05157863778,parado,red,left,right
45,-11.8044859487,left,red,left,right
46,0.897984949319,right,red,left,right
47,-14.1837084708,forward,red,left,right
48,0.502580280638,parado,green,left,right
49,0.828046537975,left,green,left,right
50,1.92369656427,right,green,left,right
51,0.720040853406,forward,green,left,right
52,0.952593540809,parado,red,parado,right
53,-9.42053577767,left,red,parado,right
54,2.02231488568,right,red,parado,right
55,-29.3033997368,forward,red,parado,right
56,1.0051613837,parado,red,right,right
57,-19.539423682,left,red,right,right
58,-8.85104024154,right,red,right,right
59,-4.96325614432,forward,red,right,right
60,1.00638487048,parado,green,left,forward
61,0.876822036326,left,green,left,forward
62,1.00116669919,right,green,left,forward
63,2.44857188032,forward,green,left,forward
64,0.73046797616,parado,red,forward,right
65,-16.8815175924,left,red,forward,right
66,1.81271950116,right,red,forward,right
67,-8.35161457849,forward,red,forward,right
68,1.51583028395,parado,red,left,forward
69,-4.83182261546,left,red,left,forward
70,1.00025933985,right,red,left,forward
71,-8.76839115875,forward,red,left,forward
72,-2.13825282528,parado,green,right,forward
73,-14.5243789921,left,green,right,forward
74,1.00569709656,right,green,right,forward
75,1.66407039375,forward,green,right,forward
76,-1.94527679064,parado,green,forward,right
77,-9.09555140656,left,green,forward,right
78,1.0309668916,right,green,forward,right
79,0.584515265062,forward,green,forward,right
80,1.00132324384,parado,red,forward,left
81,1.00800303841,left,red,forward,left
82,1.00163399296,right,red,forward,left
83,-4.4398573898,forward,red,forward,left
84,1.00424128435,parado,green,right,left
85,-9.78682782098,left,green,right,left
86,1.35333326119,right,green,right,left
87,1.00062271104,forward,green,right,left
88,1.00305213413,parado,red,right,left
89,1.00821410291,left,red,right,left
90,1.0012392028,right,red,right,left
91,-4.25477181659,forward,red,right,left
92,1.00336634258,parado,green,right,right
93,1.00593756698,left,green,right,right
94,1.00083658361,right,green,right,right
95,1.00503697774,forward,green,right,right
