trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0, 'e': 0.9}",25,0,-105.82341973611285,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 0, 'e': 0.81}",20,0,-168.21300551684033,"{0: 6, 1: 3, 2: 8, 3: 2, 4: 1}",0
3,False,"{'a': 0, 'e': 0.7290000000000001}",20,0,-152.17399316236114,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
4,False,"{'a': 0, 'e': 0.6561}",20,0,-95.50019901505382,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
5,False,"{'a': 0, 'e': 0.5904900000000001}",25,0,-140.96013605875265,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
6,False,"{'a': 0, 'e': 0.531441}",30,0,-223.7654776456271,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
7,False,"{'a': 0, 'e': 0.4782969000000001}",25,0,-104.97958211373296,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0, 'e': 0.4304672100000001}",25,0,-95.37227206874194,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0, 'e': 0.3874204890000001}",20,0,-149.09369261907455,"{0: 9, 1: 7, 2: 1, 3: 0, 4: 3}",0
10,False,"{'a': 0, 'e': 0.3486784401000001}",25,0,-165.13262925982264,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
11,False,"{'a': 0, 'e': 0.31381059609000006}",20,0,-112.43678741774879,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
12,False,"{'a': 0, 'e': 0.2824295364810001}",25,0,-11.434658795363504,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0, 'e': 0.2541865828329001}",25,0,-76.84401579992596,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0, 'e': 0.2287679245496101}",30,0,-181.23917172347538,"{0: 12, 1: 10, 2: 3, 3: 4, 4: 1}",0
15,False,"{'a': 0, 'e': 0.20589113209464907}",20,0,-160.35758857896664,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
16,False,"{'a': 0, 'e': 0.18530201888518416}",25,0,-82.43387920437402,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
17,False,"{'a': 0, 'e': 0.16677181699666577}",25,0,-46.74145548221679,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
18,False,"{'a': 0, 'e': 0.15009463529699918}",20,0,-135.9147636418048,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
19,False,"{'a': 0, 'e': 0.13508517176729928}",20,0,-66.36807289872985,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
20,False,"{'a': 0, 'e': 0.12157665459056935}",25,0,-111.93636347729273,"{0: 12, 1: 10, 2: 0, 3: 2, 4: 1}",0
21,False,"{'a': 0, 'e': 0.10941898913151242}",20,0,-93.34723764060236,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
22,False,"{'a': 0, 'e': 0.09847709021836118}",20,0,-45.31767292423683,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
