trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 1, 'e': 0.9}",20,0,-88.73945202051485,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 1, 'e': 0.81}",30,0,-210.26176686400285,"{0: 14, 1: 3, 2: 9, 3: 2, 4: 2}",0
3,False,"{'a': 1, 'e': 0.7290000000000001}",20,0,-159.82480328224491,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
4,False,"{'a': 1, 'e': 0.6561}",25,0,-47.25306509567094,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 1, 'e': 0.5904900000000001}",20,0,-57.832821240825794,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
6,False,"{'a': 1, 'e': 0.531441}",20,0,-111.29130992026143,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
7,False,"{'a': 1, 'e': 0.4782969000000001}",20,0,-20.134434670628405,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 1, 'e': 0.4304672100000001}",20,3,-84.03588357805243,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
9,False,"{'a': 1, 'e': 0.3874204890000001}",20,0,-46.37989955985839,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
10,False,"{'a': 1, 'e': 0.3486784401000001}",20,0,-99.65571449894856,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
11,False,"{'a': 1, 'e': 0.31381059609000006}",20,10,-36.08324161029625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
12,False,"{'a': 1, 'e': 0.2824295364810001}",20,0,27.003617923663047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 1, 'e': 0.2541865828329001}",20,0,-45.106000867371904,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 1, 'e': 0.2287679245496101}",20,0,4.052689528572781,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 1, 'e': 0.20589113209464907}",20,0,-81.07664864247137,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
16,False,"{'a': 1, 'e': 0.18530201888518416}",20,0,-13.715267225624256,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
17,False,"{'a': 1, 'e': 0.16677181699666577}",20,0,-19.162178371425295,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
18,False,"{'a': 1, 'e': 0.15009463529699918}",20,4,13.042430106451993,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 1, 'e': 0.13508517176729928}",30,12,19.587299953949806,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 1, 'e': 0.12157665459056935}",20,0,-23.762845025464955,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
21,False,"{'a': 1, 'e': 0.10941898913151242}",20,0,-55.695959208669926,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
22,False,"{'a': 1, 'e': 0.09847709021836118}",25,10,14.174517532042595,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 1, 'e': 0.08862938119652507}",20,0,16.619137056580833,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
24,False,"{'a': 1, 'e': 0.07976644307687256}",20,14,11.06922675596642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 1, 'e': 0.0717897987691853}",20,14,8.36187360687079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 1, 'e': 0.06461081889226677}",20,6,13.172797548816781,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 1, 'e': 0.058149737003040096}",25,0,31.709517433184704,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 1, 'e': 0.05233476330273609}",20,0,30.897799675033664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 1, 'e': 0.047101286972462485}",20,10,18.931780859480078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,16,17.9160588114706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,31.360289950306743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,8,9.113658843584677,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,35.013968980840374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,0,42.331589386456706,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,14,12.102730737620362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
