trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0, 'e': 0.95}",25,0,-160.35629337848272,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
2,False,"{'a': 0, 'e': 0.9025}",30,0,-96.61384326557105,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
3,False,"{'a': 0, 'e': 0.8573749999999999}",25,0,-125.4276435393842,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
4,False,"{'a': 0, 'e': 0.8145062499999999}",35,0,-334.812783563427,"{0: 15, 1: 3, 2: 11, 3: 1, 4: 5}",0
5,False,"{'a': 0, 'e': 0.7737809374999998}",25,0,-179.79575102098602,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
6,False,"{'a': 0, 'e': 0.7350918906249998}",35,0,-252.0498958361548,"{0: 18, 1: 5, 2: 7, 3: 1, 4: 4}",0
7,False,"{'a': 0, 'e': 0.6983372960937497}",20,0,-149.40724662777285,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
8,False,"{'a': 0, 'e': 0.6634204312890623}",30,0,-170.9677514480653,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
9,False,"{'a': 0, 'e': 0.6302494097246091}",20,0,-76.88505197669747,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
10,False,"{'a': 0, 'e': 0.5987369392383787}",25,0,-124.81145618548926,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
11,False,"{'a': 0, 'e': 0.5688000922764597}",20,0,-207.77537198102834,"{0: 6, 1: 1, 2: 9, 3: 2, 4: 2}",0
12,False,"{'a': 0, 'e': 0.5403600876626367}",20,0,-97.74785610902717,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0, 'e': 0.5133420832795048}",25,0,-123.7986080332471,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
14,False,"{'a': 0, 'e': 0.48767497911552954}",20,0,-33.08620889671603,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
15,False,"{'a': 0, 'e': 0.46329123015975304}",35,0,-134.64493906158063,"{0: 26, 1: 0, 2: 5, 3: 2, 4: 2}",0
16,False,"{'a': 0, 'e': 0.44012666865176536}",25,0,-90.80535134812794,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
17,False,"{'a': 0, 'e': 0.4181203352191771}",20,0,-142.83399208930288,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
18,False,"{'a': 0, 'e': 0.3972143184582182}",20,0,-243.95958326149292,"{0: 3, 1: 1, 2: 12, 3: 2, 4: 2}",0
19,False,"{'a': 0, 'e': 0.37735360253530725}",20,0,-106.95375835556975,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
20,False,"{'a': 0, 'e': 0.3584859224085419}",30,0,-107.52626573845106,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
21,False,"{'a': 0, 'e': 0.3405616262881148}",20,0,-118.15918326819272,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
22,False,"{'a': 0, 'e': 0.323533544973709}",30,0,-207.6355074223088,"{0: 19, 1: 0, 2: 7, 3: 0, 4: 4}",0
23,False,"{'a': 0, 'e': 0.3073568677250236}",20,0,-187.9594023548536,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
24,False,"{'a': 0, 'e': 0.2919890243387724}",25,0,-176.93389036597262,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
25,False,"{'a': 0, 'e': 0.27738957312183377}",25,0,-152.80077636204177,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
26,False,"{'a': 0, 'e': 0.26352009446574204}",20,0,-175.128557020073,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
27,False,"{'a': 0, 'e': 0.2503440897424549}",25,0,-97.32383358836148,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
28,False,"{'a': 0, 'e': 0.23782688525533216}",25,0,-107.66509679752215,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
