trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9}",35,17,-104.99136533611971,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 2}",1
2,False,"{'a': 0.5, 'e': 0.81}",25,0,-171.72699684059418,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.7290000000000001}",20,6,-44.853852930528944,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.6561}",20,0,-124.81319440221976,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.5904900000000001}",20,0,-136.0557524583224,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.531441}",30,8,-118.81636530357498,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 2}",1
7,False,"{'a': 0.5, 'e': 0.4782969000000001}",25,0,-37.013532369780705,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.4304672100000001}",25,0,-116.28361124861408,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.3874204890000001}",20,4,-17.228316364926677,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.3486784401000001}",20,0,-71.4391257352238,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.31381059609000006}",20,9,-13.24326253692766,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.2824295364810001}",20,2,-56.027981399355035,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.2541865828329001}",20,10,-32.641279288092115,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
14,False,"{'a': 0.5, 'e': 0.2287679245496101}",25,6,-38.60595522428681,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
15,False,"{'a': 0.5, 'e': 0.20589113209464907}",30,0,-19.19917838098138,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.18530201888518416}",25,8,-0.2881369336653723,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.16677181699666577}",20,0,-113.78613644698954,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.15009463529699918}",20,0,21.49904199809966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.13508517176729928}",30,14,11.785968227058955,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.12157665459056935}",25,9,-1.146904896288786,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.10941898913151242}",25,10,-34.14567869638085,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
22,False,"{'a': 0.5, 'e': 0.09847709021836118}",35,12,-0.6104188231012604,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.08862938119652507}",25,14,-0.576976039079331,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.07976644307687256}",30,23,10.845236296539325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.0717897987691853}",30,12,34.192986790151174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.06461081889226677}",35,24,17.958493601040427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.058149737003040096}",25,14,19.075803830254266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.05233476330273609}",20,2,27.74095037132809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.047101286972462485}",20,5,16.659249692974914,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,0,34.90922012268573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,6,15.711788901173655,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,5,20.260600411424832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,10.171807979018602,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,11.931798352006986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,3,18.877347127099984,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,21,26.415800308431876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,17.619602929388147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,15,26.676530804170792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,4,30.786835544532266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,14,11.878908940405484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,23.290740689507704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,10,23.275262755209248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,15,7.567880304780472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,15,31.574680460043627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,6,34.41047985988769,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,26.43506553979063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",25,7,27.94475766310595,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
