trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0, 'e': 0.9}",25,0,-213.25108947913267,"{0: 11, 1: 1, 2: 8, 3: 3, 4: 2}",0
2,False,"{'a': 0, 'e': 0.81}",20,0,-112.11711715789014,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
3,False,"{'a': 0, 'e': 0.7290000000000001}",20,0,-188.76976990181356,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
4,False,"{'a': 0, 'e': 0.6561}",25,0,-144.25862921934987,"{0: 12, 1: 1, 2: 9, 3: 3, 4: 0}",0
5,False,"{'a': 0, 'e': 0.5904900000000001}",25,0,-89.57312429277818,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
6,False,"{'a': 0, 'e': 0.531441}",25,0,-111.96789064887038,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
7,False,"{'a': 0, 'e': 0.4782969000000001}",20,0,-56.85625336876975,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
8,False,"{'a': 0, 'e': 0.4304672100000001}",25,0,-138.96344192204893,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
9,False,"{'a': 0, 'e': 0.3874204890000001}",30,0,-173.88566225267797,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
10,False,"{'a': 0, 'e': 0.3486784401000001}",20,0,-74.2726597763578,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
11,False,"{'a': 0, 'e': 0.31381059609000006}",20,0,-154.4248530488836,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0, 'e': 0.2824295364810001}",25,0,-6.719135865311598,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0, 'e': 0.2541865828329001}",25,0,-95.3148757868169,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
14,False,"{'a': 0, 'e': 0.2287679245496101}",25,0,-212.26609076316836,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
15,False,"{'a': 0, 'e': 0.20589113209464907}",20,0,-102.01963529809993,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
16,False,"{'a': 0, 'e': 0.18530201888518416}",20,0,-44.577992017503355,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
17,False,"{'a': 0, 'e': 0.16677181699666577}",20,0,-162.61300410547383,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
18,False,"{'a': 0, 'e': 0.15009463529699918}",25,0,-137.72096138809826,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
19,False,"{'a': 0, 'e': 0.13508517176729928}",20,0,-4.2095689584961935,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
20,False,"{'a': 0, 'e': 0.12157665459056935}",20,0,-63.66798598548112,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
21,False,"{'a': 0, 'e': 0.10941898913151242}",20,0,-104.67660126530927,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
22,False,"{'a': 0, 'e': 0.09847709021836118}",30,0,-124.53946093773486,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
23,False,"{'a': 0, 'e': 0.08862938119652507}",20,0,-78.06531636995615,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
24,False,"{'a': 0, 'e': 0.07976644307687256}",20,0,-21.243713757630164,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0, 'e': 0.0717897987691853}",20,0,-118.79877847185536,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
26,False,"{'a': 0, 'e': 0.06461081889226677}",20,0,-81.80353200427278,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0, 'e': 0.058149737003040096}",20,0,-93.15707708925575,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
28,False,"{'a': 0, 'e': 0.05233476330273609}",20,0,-101.31218857431826,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0, 'e': 0.047101286972462485}",20,0,-84.1289552363306,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",25,0,-284.4266033944912,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 6}",0
2,True,"{'a': 0, 'e': 0}",20,0,-84.51258509612663,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
3,True,"{'a': 0, 'e': 0}",20,0,-95.90240472334129,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",20,0,-36.9468814553715,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",30,0,-53.732181609808514,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
6,True,"{'a': 0, 'e': 0}",30,0,-43.89713184815004,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,0,-188.05758746143513,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
8,True,"{'a': 0, 'e': 0}",20,0,-161.27657312718043,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
9,True,"{'a': 0, 'e': 0}",20,14,8.096850175966276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,-138.28604308955664,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
11,True,"{'a': 0, 'e': 0}",25,0,-21.4688364804165,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",25,0,-130.1731331401165,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
13,True,"{'a': 0, 'e': 0}",20,0,-178.28492366252445,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
14,True,"{'a': 0, 'e': 0}",25,0,-157.10153340045235,"{0: 12, 1: 0, 2: 11, 3: 1, 4: 1}",0
15,True,"{'a': 0, 'e': 0}",25,0,-89.86685776285444,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
16,True,"{'a': 0, 'e': 0}",25,8,-2.7541301483337675,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,-158.67772012952236,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
18,True,"{'a': 0, 'e': 0}",25,0,-47.00086694930372,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",35,0,-195.74922746236513,"{0: 24, 1: 0, 2: 7, 3: 0, 4: 4}",0
20,True,"{'a': 0, 'e': 0}",25,0,-134.09499070120154,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
21,True,"{'a': 0, 'e': 0}",20,0,-129.51510019188402,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
22,True,"{'a': 0, 'e': 0}",25,0,-108.50190636353221,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
23,True,"{'a': 0, 'e': 0}",20,0,-124.05102270894821,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
24,True,"{'a': 0, 'e': 0}",20,0,-67.38330703221702,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
25,True,"{'a': 0, 'e': 0}",20,0,-108.24999684297315,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
26,True,"{'a': 0, 'e': 0}",35,0,-179.17037717688433,"{0: 22, 1: 0, 2: 10, 3: 1, 4: 2}",0
27,True,"{'a': 0, 'e': 0}",20,0,-17.612142817090312,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",25,0,-157.64806391974673,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
29,True,"{'a': 0, 'e': 0}",25,0,-139.66792422815047,"{0: 13, 1: 0, 2: 11, 3: 0, 4: 1}",0
30,True,"{'a': 0, 'e': 0}",25,0,-135.90490554783673,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
31,True,"{'a': 0, 'e': 0}",25,0,-142.66979264214436,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 2}",0
32,True,"{'a': 0, 'e': 0}",25,0,-166.6905598404898,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
33,True,"{'a': 0, 'e': 0}",35,0,-204.3844821422132,"{0: 22, 1: 0, 2: 8, 3: 3, 4: 2}",0
34,True,"{'a': 0, 'e': 0}",25,0,-131.52653078925528,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
35,True,"{'a': 0, 'e': 0}",30,0,-215.04323511132944,"{0: 12, 1: 0, 2: 16, 3: 1, 4: 1}",0
36,True,"{'a': 0, 'e': 0}",25,0,-14.711010085151589,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
37,True,"{'a': 0, 'e': 0}",20,0,-118.3136023533638,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
38,True,"{'a': 0, 'e': 0}",20,0,-256.31938416343644,"{0: 8, 1: 0, 2: 6, 3: 2, 4: 4}",0
39,True,"{'a': 0, 'e': 0}",30,0,-147.9675269582286,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
40,True,"{'a': 0, 'e': 0}",25,0,-168.30574615715298,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
41,True,"{'a': 0, 'e': 0}",25,0,-73.6258314051745,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
42,True,"{'a': 0, 'e': 0}",20,0,-32.4421652200131,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
43,True,"{'a': 0, 'e': 0}",20,0,-115.20831535520786,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
44,True,"{'a': 0, 'e': 0}",25,0,-180.93529941480583,"{0: 12, 1: 0, 2: 11, 3: 0, 4: 2}",0
45,True,"{'a': 0, 'e': 0}",20,0,-104.1890935212379,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
46,True,"{'a': 0, 'e': 0}",20,0,-75.68960645571362,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",20,0,-10.590388886572615,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
48,True,"{'a': 0, 'e': 0}",25,0,-113.44519022854784,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
49,True,"{'a': 0, 'e': 0}",30,0,-49.62674361549816,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
50,True,"{'a': 0, 'e': 0}",25,0,-108.36514407362253,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
