trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9}",20,0,-103.68544642710161,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.81}",25,0,-149.1439413993802,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.7290000000000001}",30,17,-78.73269485918576,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
4,False,"{'a': 0.5, 'e': 0.6561}",20,0,-130.41930616161795,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.5904900000000001}",25,0,-85.06232857029796,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.531441}",20,2,-28.51128598088277,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.4782969000000001}",25,0,-103.49025501355703,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.4304672100000001}",20,0,-30.94177751856637,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.3874204890000001}",30,0,-70.67517326860776,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.3486784401000001}",20,0,-101.1579108964367,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.31381059609000006}",20,0,-7.316494678124469,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.2824295364810001}",20,0,-67.78557598107061,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.2541865828329001}",20,8,-23.659477831064695,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.2287679245496101}",25,8,11.178255903942741,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.20589113209464907}",20,8,7.762626214422413,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.18530201888518416}",20,9,10.594943171334226,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.16677181699666577}",20,6,24.255821803568608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.15009463529699918}",20,3,19.189799858353165,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.13508517176729928}",25,9,27.990668021487284,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.12157665459056935}",30,19,-2.6452367303201605,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.10941898913151242}",20,0,-13.300214688062178,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.09847709021836118}",30,18,24.865341027237275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.08862938119652507}",20,7,23.279205112474475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.07976644307687256}",20,1,31.636353273249966,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.0717897987691853}",20,10,-12.453720033435077,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.06461081889226677}",30,4,26.77927448791757,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.058149737003040096}",20,6,-61.43406305193464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
28,False,"{'a': 0.5, 'e': 0.05233476330273609}",25,3,35.53099376314335,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.047101286972462485}",25,12,24.375418000523467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,4,22.037857282736212,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,14,21.61905239063227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,19.652698195845968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,33.47592012143868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,5,26.077007456714476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,24.271367200727884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,7,29.868354499287502,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,7.802713430896881,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,13.791616689336598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
