trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",25,0,-188.66550569578752,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9025}",25,0,-99.78981394442681,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.8573749999999999}",20,0,-33.04038121512687,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.8145062499999999}",25,0,-60.01687479190508,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.7737809374999998}",20,0,-144.4028094479026,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.7350918906249998}",30,0,-66.20110952428705,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.6983372960937497}",30,0,-34.143627212528514,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.6634204312890623}",20,0,-75.20159217273883,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.6302494097246091}",20,0,-173.86092070416285,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.5987369392383787}",25,0,-32.475309164839146,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.5688000922764597}",25,10,-77.57127748979036,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
12,False,"{'a': 0.5, 'e': 0.5403600876626367}",20,7,-9.179974428420676,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.5133420832795048}",30,0,-74.48430432807602,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.48767497911552954}",25,0,-221.95259390835912,"{0: 10, 1: 3, 2: 8, 3: 1, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.46329123015975304}",20,7,14.538197119833494,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.44012666865176536}",20,0,-127.68626226363837,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.4181203352191771}",30,0,4.920672353537454,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.3972143184582182}",30,10,-17.990402857105174,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
19,False,"{'a': 0.5, 'e': 0.37735360253530725}",25,0,-53.44347422992865,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.3584859224085419}",35,0,-5.596554451538802,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.3405616262881148}",20,0,-1.0071886734643098,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.323533544973709}",25,0,-26.06247875138426,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
