trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 1, 'e': 0.95}",30,0,-123.10081610811201,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
2,False,"{'a': 1, 'e': 0.9025}",30,0,-200.84404363181233,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
3,False,"{'a': 1, 'e': 0.8573749999999999}",20,0,-128.34459058723348,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
4,False,"{'a': 1, 'e': 0.8145062499999999}",25,0,-121.38789654065798,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
5,False,"{'a': 1, 'e': 0.7737809374999998}",20,0,-204.52485651220132,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
6,False,"{'a': 1, 'e': 0.7350918906249998}",25,17,8.535310112542257,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 1, 'e': 0.6983372960937497}",25,0,-167.45234358219648,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
8,False,"{'a': 1, 'e': 0.6634204312890623}",20,4,-62.851746639832626,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 1}",1
9,False,"{'a': 1, 'e': 0.6302494097246091}",25,0,-85.58592140476573,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
10,False,"{'a': 1, 'e': 0.5987369392383787}",20,0,-34.81394683091429,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 1, 'e': 0.5688000922764597}",20,0,-110.9165689504547,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 1, 'e': 0.5403600876626367}",25,0,-97.18824166824056,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 1, 'e': 0.5133420832795048}",20,0,-73.82245789265266,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
14,False,"{'a': 1, 'e': 0.48767497911552954}",30,0,-81.636940734083,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
15,False,"{'a': 1, 'e': 0.46329123015975304}",25,0,-183.23870164174306,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
16,False,"{'a': 1, 'e': 0.44012666865176536}",25,7,-80.86649226466749,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
17,False,"{'a': 1, 'e': 0.4181203352191771}",30,0,-75.8205086475473,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 1, 'e': 0.3972143184582182}",25,0,-22.408207065784154,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
19,False,"{'a': 1, 'e': 0.37735360253530725}",30,0,1.1047769255378954,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
20,False,"{'a': 1, 'e': 0.3584859224085419}",20,0,-26.945916760807563,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
21,False,"{'a': 1, 'e': 0.3405616262881148}",20,0,-35.85516231853284,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
22,False,"{'a': 1, 'e': 0.323533544973709}",25,0,-54.03354571546506,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 1, 'e': 0.3073568677250236}",25,0,-109.16554153322544,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
24,False,"{'a': 1, 'e': 0.2919890243387724}",35,18,-2.816122582383671,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
25,False,"{'a': 1, 'e': 0.27738957312183377}",20,1,-48.6927144421155,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 0}",1
26,False,"{'a': 1, 'e': 0.26352009446574204}",30,0,-35.641477193294385,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
27,False,"{'a': 1, 'e': 0.2503440897424549}",20,5,-42.36155607745247,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
28,False,"{'a': 1, 'e': 0.23782688525533216}",20,9,7.6736298600131,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
29,False,"{'a': 1, 'e': 0.22593554099256555}",30,20,11.021098347628227,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 1, 'e': 0.21463876394293727}",25,13,-1.9199359110739977,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 1, 'e': 0.2039068257457904}",20,0,18.251924041272773,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
32,False,"{'a': 1, 'e': 0.19371148445850087}",25,0,32.60937263935063,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 1, 'e': 0.18402591023557582}",30,14,-13.16604974922047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 1, 'e': 0.174824614723797}",25,13,11.30859408500703,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 1, 'e': 0.16608338398760716}",20,0,-37.46166601185953,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 1, 'e': 0.1577792147882268}",20,14,10.733671861951706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 1, 'e': 0.14989025404881545}",25,5,-57.72415355953278,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
38,False,"{'a': 1, 'e': 0.14239574134637467}",20,0,11.881307321239841,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 1, 'e': 0.13527595427905592}",25,11,26.85319224879976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 1, 'e': 0.12851215656510312}",25,6,5.71628489489745,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 1, 'e': 0.12208654873684796}",25,3,26.55665078318701,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 1, 'e': 0.11598222130000556}",25,6,5.044142735098016,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 1, 'e': 0.11018311023500528}",25,0,22.10746507878942,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
44,False,"{'a': 1, 'e': 0.10467395472325501}",20,3,-15.230298668048132,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
