trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 1, 'e': 0.95}",25,0,-145.79518869838628,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
2,False,"{'a': 1, 'e': 0.9025}",20,0,-81.44746659336731,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
3,False,"{'a': 1, 'e': 0.8573749999999999}",25,0,-154.9477284718191,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 1, 'e': 0.8145062499999999}",25,0,-80.14661290410578,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
5,False,"{'a': 1, 'e': 0.7737809374999998}",35,0,-113.91766881844204,"{0: 21, 1: 2, 2: 12, 3: 0, 4: 0}",0
6,False,"{'a': 1, 'e': 0.7350918906249998}",25,0,-42.05208646358625,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 1, 'e': 0.6983372960937497}",20,5,-9.29473666244924,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
8,False,"{'a': 1, 'e': 0.6634204312890623}",25,8,-90.44620213541987,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
9,False,"{'a': 1, 'e': 0.6302494097246091}",25,0,-130.04252076727155,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 1, 'e': 0.5987369392383787}",25,0,-80.78546839652651,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 1, 'e': 0.5688000922764597}",30,0,-80.04472218884283,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 1, 'e': 0.5403600876626367}",20,0,-81.84712303294566,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
13,False,"{'a': 1, 'e': 0.5133420832795048}",30,11,-94.3185536247809,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
14,False,"{'a': 1, 'e': 0.48767497911552954}",25,0,-62.16648434192027,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 1, 'e': 0.46329123015975304}",25,0,-141.73333995311668,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
16,False,"{'a': 1, 'e': 0.44012666865176536}",20,0,-3.238854467814655,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 1, 'e': 0.4181203352191771}",35,0,-51.38758349696276,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",1
18,False,"{'a': 1, 'e': 0.3972143184582182}",20,0,-33.60529558534518,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
19,False,"{'a': 1, 'e': 0.37735360253530725}",20,0,-58.17771433241833,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 1, 'e': 0.3584859224085419}",20,0,-137.54751597156465,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
21,False,"{'a': 1, 'e': 0.3405616262881148}",25,0,-23.233386231060322,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
22,False,"{'a': 1, 'e': 0.323533544973709}",20,2,-63.71052365581808,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
23,False,"{'a': 1, 'e': 0.3073568677250236}",20,0,-41.2816865458207,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
24,False,"{'a': 1, 'e': 0.2919890243387724}",20,0,-25.52333780835499,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 1, 'e': 0.27738957312183377}",20,0,-13.554892942723686,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 1, 'e': 0.26352009446574204}",20,11,4.411345494887517,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 1, 'e': 0.2503440897424549}",25,0,10.109941950326407,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
28,False,"{'a': 1, 'e': 0.23782688525533216}",20,0,-45.26802285573898,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
29,False,"{'a': 1, 'e': 0.22593554099256555}",30,0,-11.742766716779318,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
30,False,"{'a': 1, 'e': 0.21463876394293727}",30,0,13.94488341046232,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
31,False,"{'a': 1, 'e': 0.2039068257457904}",20,0,-16.478556629781778,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
32,False,"{'a': 1, 'e': 0.19371148445850087}",25,0,14.178464564558537,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
33,False,"{'a': 1, 'e': 0.18402591023557582}",35,16,32.62085386806593,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 1, 'e': 0.174824614723797}",25,0,-49.02455463861702,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
35,False,"{'a': 1, 'e': 0.16608338398760716}",25,0,-48.967661333057336,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
36,False,"{'a': 1, 'e': 0.1577792147882268}",30,0,14.36916756124071,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
37,False,"{'a': 1, 'e': 0.14989025404881545}",25,13,24.83580134582561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 1, 'e': 0.14239574134637467}",20,12,18.831315663869752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 1, 'e': 0.13527595427905592}",25,5,32.31432648841065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 1, 'e': 0.12851215656510312}",20,0,15.199824118785784,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
41,False,"{'a': 1, 'e': 0.12208654873684796}",25,0,-6.251150951044266,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
42,False,"{'a': 1, 'e': 0.11598222130000556}",25,13,6.009107578944798,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 1, 'e': 0.11018311023500528}",30,13,10.546805967654523,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 1, 'e': 0.10467395472325501}",20,8,20.302428109175857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 1, 'e': 0.09944025698709225}",20,2,0.8873570499898542,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
46,False,"{'a': 1, 'e': 0.09446824413773763}",20,10,19.639094177987435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 1, 'e': 0.08974483193085075}",30,20,16.852165815850867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 1, 'e': 0.0852575903343082}",20,10,4.7226011665337815,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
