trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",30,0,-173.61765058349755,"{0: 15, 1: 2, 2: 10, 3: 2, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9025}",30,2,-213.43516639662775,"{0: 13, 1: 8, 2: 3, 3: 0, 4: 4}",1
3,False,"{'a': 0.5, 'e': 0.8573749999999999}",20,0,-148.7458978570107,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.8145062499999999}",20,0,-97.84047627153906,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.7737809374999998}",35,1,-201.32483504129831,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 4}",1
6,False,"{'a': 0.5, 'e': 0.7350918906249998}",35,15,-96.91254374350004,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
7,False,"{'a': 0.5, 'e': 0.6983372960937497}",30,0,-232.7630859333728,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
8,False,"{'a': 0.5, 'e': 0.6634204312890623}",20,0,-117.4586061927801,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.6302494097246091}",20,0,-106.35824500508083,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.5987369392383787}",35,10,-116.47729117145948,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",1
11,False,"{'a': 0.5, 'e': 0.5688000922764597}",25,0,-108.19086147581504,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.5403600876626367}",25,7,-54.95345054520755,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.5133420832795048}",20,5,13.398822608146148,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.48767497911552954}",20,0,-104.47802821918222,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.46329123015975304}",20,3,-82.96601039862401,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.44012666865176536}",30,10,-181.72804729768816,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",1
17,False,"{'a': 0.5, 'e': 0.4181203352191771}",20,8,-45.63542618620959,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
