trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 1, 'e': 0.95}",25,0,-146.7131387798691,"{0: 11, 1: 2, 2: 11, 3: 0, 4: 1}",0
2,False,"{'a': 1, 'e': 0.9025}",20,0,-86.0261147304294,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 1, 'e': 0.8573749999999999}",20,0,-53.70009799540764,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
4,False,"{'a': 1, 'e': 0.8145062499999999}",25,0,-58.00275116390512,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
5,False,"{'a': 1, 'e': 0.7737809374999998}",25,0,-125.99304385115371,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
6,False,"{'a': 1, 'e': 0.7350918906249998}",30,0,-123.68820725071353,"{0: 15, 1: 4, 2: 10, 3: 1, 4: 0}",0
7,False,"{'a': 1, 'e': 0.6983372960937497}",20,0,-95.02702715352882,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
8,False,"{'a': 1, 'e': 0.6634204312890623}",20,0,-80.42104480174149,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
9,False,"{'a': 1, 'e': 0.6302494097246091}",20,0,-95.84169970458832,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
10,False,"{'a': 1, 'e': 0.5987369392383787}",25,0,-49.98722247768561,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
11,False,"{'a': 1, 'e': 0.5688000922764597}",20,3,-99.18263332121055,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
12,False,"{'a': 1, 'e': 0.5403600876626367}",20,0,-29.70020562201869,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
13,False,"{'a': 1, 'e': 0.5133420832795048}",20,1,-60.592854455214606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
14,False,"{'a': 1, 'e': 0.48767497911552954}",20,10,-75.60249513418009,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",1
15,False,"{'a': 1, 'e': 0.46329123015975304}",25,0,-20.066836030878978,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
16,False,"{'a': 1, 'e': 0.44012666865176536}",25,2,-54.41465823111393,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
17,False,"{'a': 1, 'e': 0.4181203352191771}",20,0,-27.030400694143225,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 1, 'e': 0.3972143184582182}",20,8,10.05645804920593,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 1, 'e': 0.37735360253530725}",25,0,-54.30209255796957,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 1, 'e': 0.3584859224085419}",30,16,-15.959045459275577,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
21,False,"{'a': 1, 'e': 0.3405616262881148}",20,0,-24.525511806769646,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
22,False,"{'a': 1, 'e': 0.323533544973709}",20,14,-13.05183505270481,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
23,False,"{'a': 1, 'e': 0.3073568677250236}",20,5,0.5366537168295973,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
