trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9}",20,0,-202.46362259672284,"{0: 6, 1: 4, 2: 5, 3: 3, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.81}",20,3,-69.80921034735054,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
3,False,"{'a': 0.5, 'e': 0.7290000000000001}",20,0,-156.7159970119116,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.6561}",30,6,-231.01050201388625,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 5}",1
5,False,"{'a': 0.5, 'e': 0.5904900000000001}",25,0,-14.106222995483012,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.531441}",20,0,-44.28824120577965,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.4782969000000001}",25,11,-17.413412652200616,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.4304672100000001}",25,7,1.0557097984564876,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.3874204890000001}",25,7,-1.6557885311259768,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.3486784401000001}",30,16,-18.926550936601444,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.31381059609000006}",25,0,-65.47848493016389,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.2824295364810001}",20,3,14.868917323829159,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.2541865828329001}",30,19,18.665879028650334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.2287679245496101}",20,0,0.7016602062153865,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.20589113209464907}",25,7,9.185061311447432,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.18530201888518416}",20,0,32.13378121005912,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.16677181699666577}",30,10,-8.710964708454037,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.15009463529699918}",25,1,12.279651985520253,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.13508517176729928}",30,5,17.44934090355023,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.12157665459056935}",30,1,-19.110207295008387,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.10941898913151242}",20,9,-14.3451835722875,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.09847709021836118}",20,9,7.555246465495888,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.08862938119652507}",25,15,25.9498215358739,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.07976644307687256}",25,15,-3.5911511691653466,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.0717897987691853}",25,17,-24.191831089423953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.06461081889226677}",25,15,5.260055871426099,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.058149737003040096}",25,8,25.124497815438808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.05233476330273609}",25,1,0.1488759095998986,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.047101286972462485}",30,13,32.4875932523923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,20.216589763317728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
