trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",20,0,-181.35474371798375,"{0: 6, 1: 7, 2: 4, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9025}",25,0,-151.05952049830057,"{0: 14, 1: 6, 2: 2, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.8573749999999999}",25,0,-227.8931539273897,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.8145062499999999}",25,0,-71.20730320651037,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.7737809374999998}",25,0,-187.33757840248353,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.7350918906249998}",30,0,-115.06163439752234,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.6983372960937497}",30,0,-117.2775513451849,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.6634204312890623}",30,0,-130.24853482126753,"{0: 20, 1: 0, 2: 6, 3: 3, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.6302494097246091}",20,0,-93.15969023428423,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.5987369392383787}",30,0,0.10860346651835506,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.5688000922764597}",30,0,-118.41981720453722,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.5403600876626367}",20,0,-47.09424252608458,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.5133420832795048}",20,1,-41.791898489381005,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.48767497911552954}",25,0,0.8325683330675977,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.46329123015975304}",20,5,-45.137625153881935,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.44012666865176536}",20,0,-27.119832248292866,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.4181203352191771}",25,0,-27.133726792971686,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.3972143184582182}",20,0,-137.35072587082757,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.37735360253530725}",30,0,-45.95052557690631,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.3584859224085419}",20,0,-87.73763564456749,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.3405616262881148}",20,0,-53.63262371675351,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.323533544973709}",20,11,5.013930090366274,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.3073568677250236}",20,0,17.41737720196481,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.2919890243387724}",20,0,11.742791396683472,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.27738957312183377}",20,10,8.290409585382065,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.26352009446574204}",30,0,-44.118760183172334,"{0: 24, 1: 4, 2: 0, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.2503440897424549}",20,7,-36.94557661452394,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
28,False,"{'a': 0.5, 'e': 0.23782688525533216}",20,0,10.037425799116287,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.22593554099256555}",20,0,-25.654504995715673,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.21463876394293727}",20,10,-37.428122469440396,"{0: 5, 1: 3, 2: 1, 3: 1, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.2039068257457904}",25,2,4.814260326091155,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.19371148445850087}",35,21,22.20380192844383,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.18402591023557582}",20,10,19.61351293970275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.174824614723797}",25,18,6.7941508979947445,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.16608338398760716}",25,0,31.197076868187253,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.1577792147882268}",20,16,9.263882357330214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.14989025404881545}",20,0,-9.784737481636723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.14239574134637467}",30,11,10.531174323196222,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.13527595427905592}",30,16,-12.711854041350277,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.12851215656510312}",20,0,9.299284633540372,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.12208654873684796}",20,5,5.5563053755708065,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.11598222130000556}",20,0,13.374732738526184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.11018311023500528}",20,11,19.05962516593541,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.10467395472325501}",30,12,-19.96655018803907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
45,False,"{'a': 0.5, 'e': 0.09944025698709225}",25,4,34.42836778597633,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.09446824413773763}",20,11,2.3248754950701045,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
